Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Acc. %(Possible Fairways);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2014;010;464;775;  ;000;27767;Carr, David;01;Frys.com Open;CordeValle GC;71;07379;13:30;073;083; T83;999; CUT;;  00000000000;  6;          3;51;         11;          3;61;          1;;              4;082;00000000345;20;00000000596;00000000002;46;00000004146;00000000014;28;          7;00000000007;00000000014;  75;00000000002;00000000002;;000;          1.167;001;         27.917;002;         29.083;00000000003;         26.250;001;        155.083;004;         49.750;001;        112.667;003;       15.167;          1;     30.667;          1;     38.583;          1;     84.417;          3;     46.833;          2;;;;;;;00000000018;  00000000010;99;        534.500;00000000018;  36;00000000012;    372.833;71;00000000005;    131.250;21;00000000003;     67.250;00000000002;     64.000;  00000000001;00000000002;00000000000;00000000005;00000000008;42;     31.167;          6;27;00000000002;00000000003;00000000000;00000000000;00000000001;00000000002;00000000001;00000000001;00000000002;00000000004;00000000001;00000000001;00000000000;00000000001;75;           11.417;00000000001;00000000001;00000000730;00000000030;00000000019;00000000006;00000000002;00000000011;     25.583;00000000676;00000000014;00000000014;00000000001;00000000000;  00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000002;00000000001;00000000001;00000000000;         16;         14;123;          4;            1;104;00000000002;00000000000;125;00000000020;00000000015;124;00000000003;00000000001;41;00000000002;00000000001;9;00000000000;00000000000;;00000000005;00000000000;26;          2;         10;34; 1.887-;
R;2014;010;464;775;  ;000;27770;Villegas, Camilo;01;Frys.com Open;CordeValle GC;71;07379;12:00;068;010; T10;026; T26;;  00000000000;  6;          6;3;         10;          1;8;          1;;              2;019;00000000328;132;00000000562;00000000002;101;00000004002;00000000014;86;          3;00000000007;00000000014;  75;00000000003;00000000002;;000;         31.000;001;          3.750;001;         34.750;00000000002;         12.583;002;         96.500;002;         27.417;001;        289.583;005;  ;;;;      8.500;          1;      8.500;          1;     40.083;          2;;;;;     37.583;          1;00000000018;  00000000016;1;        644.917;00000000018;  79;00000000012;    460.833;108;00000000004;     86.167;9;00000000002;     57.583;00000000002;     28.583;  00000000002;00000000001;00000000000;00000000001;00000000002;67;     38.167;          2;127;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000001;00000000002;00000000003;32;           24.333;00000000003;00000000000;00000000000;00000000030;00000000027;00000000007;00000000001;00000000011;     29.000;00000001533;00000000008;00000000008;00000000004;00000000004;  00000000001;00000000000;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000002;00000000001;         13;         12;108;          5;            3;49;00000000003;00000000002;53;00000000018;00000000015;92;00000000001;00000000000;76;00000000003;00000000001;18;00000000001;00000000000;24;00000000007;00000000002;7;          3;         12;19;  2.158;
R;2014;010;464;775;  ;000;27895;Blixt, Jonas;01;Frys.com Open;CordeValle GC;71;07379;07:40;069;019; T19;051; T51;;  00000000000;  6;          5;9;         11;          1;8;          1;;              2;019;00000000353;10;00000000603;00000000002;36;00000004035;00000000014;74;          5;00000000007;00000000014;  75;00000000002;00000000001;;000;         13.000;001;        108.750;005;        121.750;00000000006;;000;         39.667;003;;000;         39.000;003;  ;;;;;;;;;;;;    211.583;          4;;;00000000018;  00000000015;7;        464.917;00000000018;  11;00000000012;    200.417;2;00000000004;    211.583;106;00000000003;    199.083;00000000001;     12.500;  00000000001;00000000002;00000000000;00000000001;00000000003;112;      9.583;          2;22;00000000000;00000000002;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000030;00000000025;00000000006;00000000000;00000000012;     18.667;00000000840;00000000012;00000000012;00000000001;00000000001;  00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000003;00000000002;         15;         14;96;          5;            2;76;00000000003;00000000001;113;00000000020;00000000016;106;00000000003;00000000001;41;00000000003;00000000001;18;00000000002;00000000000;24;00000000002;00000000000;26;          2;         10;34;  .082-;
R;2014;010;464;775;  ;000;27963;Stroud, Chris;01;Frys.com Open;CordeValle GC;71;07379;12:50;076;119;T119;999; CUT;;  00000000000;  6;          2;72;         10;          5;114;          1;;              6;120;00000000329;118;00000000553;00000000002;110;00000003931;00000000014;113;          4;00000000008;00000000014;  51;00000000003;00000000001;;000;;000;         10.083;001;         10.083;00000000001;         32.750;002;         32.917;002;;000;        409.417;006;  ;;     41.333;          1;;;     41.333;          1;     36.167;          1;     30.583;          1;;;     70.500;          1;00000000018;  00000000007;128;        786.833;00000000018;  123;00000000011;    485.167;124;00000000005;    211.417;77;00000000004;    180.833;00000000001;     30.583;  00000000002;00000000001;00000000000;00000000005;00000000011;86;    150.833;         10;119;00000000002;00000000004;00000000000;00000000000;00000000001;00000000002;00000000000;00000000003;00000000002;00000000004;00000000002;00000000002;00000000001;00000000003;61;           29.583;00000000003;00000000000;00000000000;00000000029;00000000012;00000000007;00000000000;00000000011;     22.333;00000001077;00000000011;00000000011;00000000004;00000000003;  00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;         16;         15;85;          3;            1;86;00000000004;00000000002;84;00000000019;00000000016;81;00000000005;00000000001;65;00000000001;00000000000;36;00000000000;00000000000;;00000000004;00000000001;8;          2;         10;34;  .688-;
R;2014;010;464;775;  ;000;28132;Van Aswegen, Tyrone;01;Frys.com Open;CordeValle GC;71;07379;13:00;069;019; T19;040; T40;;  00000000000;  6;          4;22;         12;          2;25;;;              2;019;00000000321;219;00000000582;00000000002;75;00000004018;00000000014;81;          4;00000000009;00000000014;  30;00000000003;00000000001;;000;         62.000;002;         18.833;001;         80.833;00000000003;         81.417;005;         30.083;002;         25.250;001;        192.583;004;  ;;;;;;;;;;     69.750;          1;    103.917;          2;;;00000000018;  00000000011;74;        583.833;00000000018;  60;00000000015;    410.167;38;00000000003;    173.667;113;00000000002;    103.917;00000000001;     69.750;  00000000001;00000000002;00000000000;00000000005;00000000007;24;     31.167;          6;27;00000000002;00000000003;00000000000;00000000000;00000000001;00000000001;00000000000;00000000001;00000000002;00000000003;00000000002;00000000002;00000000001;00000000001;1;            3.583;00000000001;00000000000;00000000000;00000000027;00000000018;00000000009;00000000000;00000000009;     15.250;00000000926;00000000009;00000000009;00000000003;00000000003;  00000000001;00000000001;00000000001;00000000001;00000000002;00000000001;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;         13;         13;1;          4;            2;57;00000000004;00000000003;44;00000000017;00000000015;59;00000000003;00000000002;7;00000000001;00000000001;1;00000000001;00000000000;24;00000000005;00000000000;26;          3;         10;10;  2.583;
R;2014;010;464;775;  ;000;28310;Williams, Lee;01;Frys.com Open;CordeValle GC;71;07379;13:20;068;010; T10;051; T51;;  00000000000;  6;          4;22;         13;          1;8;;;              1;005;00000000328;132;00000000538;00000000002;127;00000003927;00000000014;114;          2;00000000010;00000000014;  14;00000000002;00000000000;;000;         15.417;002;;000;         15.417;00000000002;         74.250;004;         72.500;003;;000;        389.750;005;  ;;;;;;;;;;     61.833;          2;;;;;00000000018;  00000000014;14;        724.333;00000000018;  102;00000000014;    551.917;113;00000000002;     61.833;35;00000000002;     61.833;00000000000;;  00000000001;00000000002;00000000000;00000000003;00000000004;20;     40.417;          4;93;00000000000;00000000001;00000000000;00000000000;00000000001;00000000001;00000000001;00000000002;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;1;            8.167;00000000001;00000000000;00000000000;00000000028;00000000024;00000000008;00000000000;00000000010;     14.833;00000000891;00000000011;00000000011;00000000001;00000000001;  00000000002;00000000002;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;         14;         14;1;          4;            3;26;00000000004;00000000003;44;00000000018;00000000017;17;00000000002;00000000000;76;00000000004;00000000000;36;00000000002;00000000001;6;00000000002;00000000000;26;          1;         10;64;  1.366;
R;2014;010;464;775;  ;000;28455;Claxton, Will;01;Frys.com Open;CordeValle GC;71;07379;13:30;070;034; T34;046; T46;;  00000000000;  6;          5;9;          9;          4;92;;;              4;082;00000000339;39;00000000590;00000000002;57;00000004080;00000000014;55;          4;00000000008;00000000014;  51;00000000004;00000000002;         12.083;002;          2.333;001;         19.750;002;         34.167;00000000005;;000;         21.417;002;         56.667;002;        116.750;003;  ;;      9.667;          1;;;      9.667;          1;     54.500;          2;     60.500;          1;    121.083;          1;     37.167;          1;00000000018;  00000000012;51;        511.917;00000000018;  25;00000000012;    229.000;5;00000000006;    282.917;93;00000000004;    239.167;00000000002;     43.750;  00000000001;00000000002;00000000001;00000000003;00000000006;67;     63.417;          5;109;00000000002;00000000003;00000000000;00000000000;00000000000;00000000002;00000000001;00000000002;00000000002;00000000002;00000000000;00000000000;00000000001;00000000003;61;           32.083;00000000002;00000000000;00000000000;00000000029;00000000021;00000000008;00000000001;00000000010;     23.667;00000000824;00000000010;00000000010;00000000005;00000000003;  00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;         16;         14;123;          3;            2;31;00000000002;00000000002;1;00000000019;00000000016;81;00000000003;00000000002;7;00000000001;00000000000;36;00000000003;00000000000;24;00000000003;00000000000;26;          2;         10;34;  .143-;
R;2014;010;464;775;  ;000;28475;Overton, Jeff;01;Frys.com Open;CordeValle GC;71;07379;08:20;064;001;   1;016; T16;;  00000000001;  1;          5;9;         12;;1;;;;001;00000000334;75;00000000586;00000000002;64;00000004095;00000000014;53;          6;00000000007;00000000014;  75;00000000001;00000000005;;000;           .333;001;         32.083;002;         32.417;00000000003;         21.000;001;        108.667;005;          9.583;001;         58.750;003;  ;;;;     10.333;          1;     10.333;          1;     71.250;          2;;;     33.833;          1;     21.083;          1;00000000018;  00000000015;7;        366.917;00000000018;  2;00000000013;    230.417;3;00000000005;    136.500;22;00000000001;     21.083;00000000004;    115.417;  00000000001;00000000002;00000000001;00000000003;00000000003;1;     13.417;          3;19;00000000003;00000000003;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;00000000001;00000000001;00000000000;00000000000;;  ;00000000000;00000000001;00000000321;00000000027;00000000025;00000000007;00000000000;00000000010;     26.083;00000001413;00000000011;00000000011;00000000001;00000000001;  00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000003;00000000000;         12;         12;1;          4;            1;104;00000000001;00000000001;1;00000000016;00000000013;101;00000000003;00000000001;41;00000000002;00000000000;36;00000000003;00000000002;5;00000000003;00000000001;5;          4;         11;2;  1.760;
R;2014;010;464;775;  ;000;28486;Putnam, Michael;01;Frys.com Open;CordeValle GC;71;07379;08:30;067;004;  T4;062; T62;;  00000000001;  1;          3;51;         13;          1;8;;;              1;005;00000000331;106;00000000584;00000000002;70;00000004066;00000000014;61;          6;00000000010;00000000014;  14;00000000001;00000000002;;000;         11.750;001;         75.750;003;         87.500;00000000004;         63.250;003;          3.333;001;         53.500;002;         99.000;004;  ;;;;;;;;     49.000;          2;     28.667;          1;;;;;00000000018;  00000000014;14;        432.750;00000000018;  6;00000000014;    306.583;10;00000000003;     77.667;20;00000000001;     28.667;00000000002;     49.000;  00000000001;00000000002;00000000001;00000000003;00000000004;20;     21.833;          4;31;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000002;00000000003;00000000001;00000000001;00000000001;00000000001;1;            3.417;00000000001;00000000000;00000000000;00000000029;00000000024;00000000007;00000000000;00000000011;     16.250;00000000851;00000000011;00000000011;00000000003;00000000003;  00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;00000000001;00000000000;00000000000;00000000000;00000000001;00000000000;         14;         14;1;          4;            2;57;00000000003;00000000002;53;00000000018;00000000016;47;00000000002;00000000001;15;00000000003;00000000000;36;00000000001;00000000001;1;00000000005;00000000000;26;          2;         11;43;  1.339;
R;2014;010;464;775;  ;000;28780;Thompson, Nicholas;01;Frys.com Open;CordeValle GC;71;07379;07:10;074;100;T100;999; CUT;;  00000000000;  6;          2;72;         11;          5;114;;;              5;106;00000000305;553;00000000588;00000000002;60;00000003982;00000000014;99;          2;00000000011;00000000014;  4;00000000000;00000000002;;000;          8.917;001;         11.333;001;         20.250;00000000002;         43.583;003;        120.333;003;         71.167;003;        297.167;004;  ;;;;;;;;     60.250;          1;;;     21.583;          1;    124.583;          1;00000000018;  00000000013;30;        758.917;00000000018;  112;00000000015;    552.500;100;00000000003;    206.417;124;00000000000;;00000000003;    206.417;  00000000002;00000000001;00000000000;00000000002;00000000005;100;     34.667;          4;70;00000000000;00000000002;00000000000;00000000000;00000000000;00000000002;00000000001;00000000001;00000000001;00000000002;00000000000;00000000000;00000000001;00000000003;61;           25.500;00000000003;00000000000;00000000000;00000000033;00000000026;00000000005;00000000002;00000000013;     28.500;00000000563;00000000015;00000000015;00000000001;00000000001;  00000000001;00000000000;00000000001;00000000000;00000000002;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;         17;         16;82;          5;            1;115;00000000004;00000000000;125;00000000022;00000000017;121;00000000002;00000000001;15;00000000003;00000000000;36;00000000000;00000000000;;00000000006;00000000000;26;          1;         11;75; 2.319-;
R;2014;010;464;775;  ;000;29222;Hurley III, Billy;01;Frys.com Open;CordeValle GC;71;07379;08:30;069;019; T19;009;  T9;;  00000000000;  6;          4;22;         12;          2;25;;;              2;019;00000000322;201;00000000585;00000000002;67;00000003993;00000000014;91;          3;00000000008;00000000014;  51;00000000002;00000000002;         23.167;001;         23.917;001;         15.500;002;         62.583;00000000004;         43.917;003;         61.250;002;;000;        166.667;004;  ;;;;;;;;     32.000;          2;;;     93.250;          2;;;00000000018;  00000000013;30;        518.583;00000000018;  30;00000000013;    334.417;28;00000000004;    125.250;39;00000000002;     60.167;00000000002;     65.083;  00000000000;00000000003;00000000000;00000000003;00000000005;49;     32.167;          5;44;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000002;00000000002;00000000002;00000000001;00000000002;42;           13.083;00000000002;00000000000;00000000000;00000000029;00000000022;00000000007;00000000000;00000000011;     21.417;00000001256;00000000011;00000000011;00000000002;00000000001;  00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000004;00000000002;         14;         13;106;          6;            3;57;00000000003;00000000002;53;00000000020;00000000016;106;00000000001;00000000000;76;00000000001;00000000000;36;00000000003;00000000001;17;00000000004;00000000001;8;          2;          9;28;  1.426;
R;2014;010;464;775;  ;000;29289;Noh, Seung-Yul;01;Frys.com Open;CordeValle GC;71;07379;13:30;079;129;T129;999; CUT;;  00000000000;  6;;124;         12;          4;92;          2;;              6;120;00000000327;143;00000000558;00000000002;107;00000004054;00000000014;67;          5;00000000003;00000000014;  130;00000000001;00000000003;;000;;000;         29.083;001;         29.083;00000000001;         48.083;001;         97.583;003;;000;         66.000;003;  ;;;;     35.000;          2;     35.000;          2;     11.167;          1;    159.833;          2;     25.250;          1;;;00000000018;  00000000011;74;        549.917;00000000018;  40;00000000008;    240.750;65;00000000006;    231.250;70;00000000002;    116.667;00000000004;    114.583;  00000000000;00000000003;00000000000;00000000002;00000000007;123;     70.000;          4;126;00000000001;00000000005;00000000001;00000000001;00000000001;00000000003;00000000000;00000000002;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;75;           10.750;00000000001;00000000000;00000000000;00000000035;00000000023;00000000002;00000000001;00000000016;     34.833;00000000590;00000000016;00000000015;00000000000;00000000000;  00000000003;00000000001;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         19;         16;129;          1;            1;1;00000000004;00000000002;84;00000000020;00000000017;69;00000000007;00000000001;74;00000000001;00000000000;36;00000000003;00000000000;24;00000000004;00000000000;26;          1;         15;103; 3.686-;
